platform	course_id	course_name	course_category
S	s-9781118240946	"The New Power Base Selling: Master The Politics, Create Unexpected Value and Higher Margins, and Outsmart the Competition"	Finance
S	s-9781118241332	Guide to Mitigating Spacecraft Charging Effects	Adobe Design Tools
S	s-9781118243046	Engineering the CMOS Library: Enhancing Digital Design Kits for Competitive Silicon	Finance
S	s-9781118243206	Compact multifunctional antennas for wireless systems	Wireless Technology
S	s-9781118247921	"Finding Allies, Building Alliances: 8 Elements that Bring—and Keep—People Together"	Trading Stocks
S	s-9781118250303	"Industrial Organization: Contemporary Theory and Empirical Applications, 5th Edition"	Economics
S	s-9781118261361	"Programming Interviews Exposed: Secrets to Landing Your Next Job, 3rd Edition"	Interviewing
S	s-9781118273029	"In The Trading Cockpit with the O'Neil Disciples: Strategies that Made Us 18,000% in the Stock Market"	Trading Stocks
S	s-9781118278376	Visual Guide to Hedge Funds	Finance
S	s-9781118279014	"An Introduction to Optimization, 4th Edition"	Linear Algebra
S	s-9781118281734	Managing and Using Information System	Enterprise Data Strategy
S	s-9781118282175	Microsoft SQL Server 2012 Bible	Relational Databases
S	s-9781118282236	How Great Leaders Think: The Art of Reframing	Leadership
S	s-9781118282342	Get Rich with Dividends: A Proven System for Earning Double-Digit Returns	Finance
S	s-9781118282755	"The Large-Cap Portfolio, + Web site: Value Investing and the Hidden Opportunity in Big Company Stocks"	Corporate Valuation
S	s-9781118282960	The Prop Trader's Chronicles: Short-Term Proprietary Trading Strategies for Both Bull and Bear Markets	Trading Stocks
S	s-9781118283035	"Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business"	Content Marketing
S	s-9781118283080	"In The Trading Cockpit with the O'Neil Disciples: Strategies that Made Us 18,000% in the Stock Market"	Trading Stocks
S	s-9781118283110	The Practice of Professional Consulting	Consulting
S	s-9781118283325	Trading the Measured Move: A Path to Trading Success in a World of Algos and High Frequency Trading	Trading Stocks
S	s-9781118283400	"Programming Interviews Exposed: Secrets to Landing Your Next Job, 3rd Edition"	Interviewing
S	s-9781118288122	Virtualization Security: Protecting Virtualized Environments	Virtualization
S	s-9781118288153	"Introduction to Abstract Algebra, Solutions Manual, 4th Edition"	Cloud Platforms
S	s-9781118289426	Mastering Windows Server 2012 R2	Windows Server
S	s-9781118290279	Data Structures and Algorithms in Python	Algorithms
S	s-9781118291535	The 7 Most Important Equations for Your Retirement: The Fascinating People and Ideas Behind Planning Your Retirement Income	Real Estate
S	s-9781118294390	"Common Errors in Statistics (and How to Avoid Them), 4th Edition"	Statistics
S	s-9781118294406	Introduction to Probability and Stochastic Processes with Applications	Statistics
S	s-9781118297704	Zig Zag: The Surprising Path to Greater Creativity	Problem Solving
S	s-9781118299982	"Analysis of Financial Statements, 3rd Edition"	Financial Analysis & Reporting
S	s-9781118301296	Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators	Linux
S	s-9781118311738	"Introduction to Abstract Algebra, 4th Edition"	Linear Algebra
S	s-9781118312469	Scrivener For Dummies	Creative Writing
S	s-9781118319239	"Trading Secrets: Killer trading strategies to beat the markets and finally achieve the success you deserve, 3rd Edition"	Trading Stocks
S	s-9781118322635	"The Architecture of Computer Hardware, Systems Software, & Networking: An Information Technology Approach, 5th Edition"	Computer Science
S	s-9781118324561	"Probability and Stochastic Processes: A Friendly Introduction for Electrical and Computer Engineers, 3rd Edition"	Statistics
S	s-9781118326800	Business Continuity For Dummies	Disaster Recovery
S	s-9781118328071	"Quantitative Value, + Web Site: A Practitioner's Guide to Automating Intelligent Investment and Eliminating Behavioral Errors"	Trading Stocks
S	s-9781118330012	"Rendering in SketchUp: From Modeling to Presentation for Architecture, Landscape Architecture and Interior Design"	SketchUp
S	s-9781118330630	"Superpower: How to Think, Act, and Perform with Less Effort and Better Results"	Confidence / Motivation
S	s-9781118330685	101 Ready-To-Use Excel Macros	Microsoft Office
S	s-9781118331842	Crazy Good Interviewing: How Acting A Little Crazy Can Get You The Job	Interviewing
S	s-9781118331873	"The Innovator's Toolkit: 50+ Techniques for Predictable and Sustainable Organic Growth, 2nd Edition"	Finance
S	s-9781118332108	"CISSP: Certified Information Systems Security Professional Study Guide, 6th Edition"	CISSP (Certified Information Systems Security Professional)
S	s-9781118332573	"Bayesian Statistics: An Introduction, 4th Edition"	Statistics
S	s-9781118332580	Data Mining Algorithms: Explained Using R	Algorithms
S	s-9781118334324	"Financial Accounting, 9th Edition"	Accounting
S	s-9781118335895	Information Security and IT Risk Management	Auditing & Risk Management
S	s-9781118337844	"Computational Intelligence: Synergies of Fuzzy Logic, Neural Networks and Evolutionary Computing"	Machine Learning
S	s-9781118339206	Timing Solutions for Swing Traders: A Novel Approach to Successful Trading Using Technical Analysis and Financial Astrology	Finance
S	s-9781118340455	The Handbook of Conversation Analysis	Finance
S	s-9781118340479	Leading the Epic Revolution: How CIOs Drive Innovation and Create Value Across the Enterprise	Innovation
S	s-9781118341483	"3G, 4G and Beyond: Bringing Networks, Devices and the Web Together, 2nd Edition"	Wireless Technology
S	s-9781118342909	Publishing E-Books For Dummies	E-Books
S	s-9781118343487	Mastering the Stock Market: High Probability Market Timing and Stock Selection Tools	Corporate Valuation
S	s-9781118345207	Satellite Communications Payload and System	Engineering
S	s-9781118349656	Passing the PRINCE2 Exams For Dummies	Agile
S	s-9781118352151	"Embedded Systems: Hardware, Design and Implementation"	Embedded Software
S	s-9781118352410	Negotiating at Work	Negotiation
S	s-9781118354230	Chemical Sensors and Biosensors: Fundamentals and Applications	Chemical Engineering
S	s-9781118355589	"LTE Security, Second Edition"	Wireless Technology
S	s-9781118356852	"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die"	Analytics Platforms
S	s-9781118357026	"Mobile Satellite Communications Handbook, 2nd Edition"	Engineering
S	s-9781118358078	"LTE and the Evolution to 4G Wireless: Design and Measurement Challenges, 2nd Edition"	Wireless Technology
S	s-9781118359112	"CWTS: Certified Wireless Technology Specialist Official Study Guide: (PW0-071), 2nd Edition"	Wireless Technology
S	s-9781118359778	"Bayesian Statistics: An Introduction, 4th Edition"	Statistics
S	s-9781118360637	"Managing Innovation: Integrating Technological, Market and Organizational Change, 5th Edition"	Innovation
S	s-9781118361771	"Painless Presentations: The Proven, Stress-Free Way to Successful Public Speaking"	Public Speaking
S	s-9781118367575	Workforce Asset Management Book of Knowledge	Talent Management
S	s-9781118374412	Circularly Polarized Antennas	Radar
S	s-9781118374870	Teach Yourself VISUALLY Mac Mini	Mac OS X
S	s-9781118376782	"Stock Investing For Dummies, 4th Edition"	Economics
S	s-9781118378182	"Code of Practice for Project Management for Construction and Development, 5th Edition"	Project Management
S	s-9781118379523	Leading Apple With Steve Jobs: Management Lessons From a Controversial Genius	iWork
S	s-9781118379769	Whiteboard Selling: Empowering Sales Through Visuals	Sales
S	s-9781118380987	"Networking All-in-One For Dummies, 5th Edition"	Windows Server
S	s-9781118383544	Cognitive Interviewing Methodology	User Experience (UX)
S	s-9781118383780	Industrial Statistics with Minitab	Statistics
S	s-9781118385517	"17 Proven Currency Trading Strategies: How to Profit in the Forex Market, + Website"	Forex
S	s-9781118387283	Smashing Android UI	Native Android Development
S	s-9781118390030	"Straight to the Top: CIO Leadership in a Mobile, Social, and Cloud-based World, 2nd Edition"	Leadership
S	s-9781118391419	The Essential R Reference	Data Science Tools
S	s-9781118393956	"Probability, Random Variables, and Random Processes: Theory and Signal Processing Applications"	Artificial Intelligence
S	s-9781118394533	"3G, 4G and Beyond: Bringing Networks, Devices and the Web Together, 2nd Edition"	Wireless Technology
S	s-9781118399422	LTE Advanced: 3GPP Solution for IMT-Advanced	Wireless Technology
S	s-9781118401248	Communication Skills For Dummies	Professional Communication
S	s-9781118407417	"Making Sense of Data I: A Practical Guide to Exploratory Data Analysis and Data Mining, 2nd Edition"	Exploratory data analysis
S	s-9781118407912	"VMware vSphere Design, 2nd Edition"	VMware
S	s-9781118407936	Introduction to Health Care Services: Foundations and Challenges	Cloud Platforms
S	s-9781118408094	Selling with Noble Purpose: How to Drive Revenue and Do Work That Makes You Proud	Sales
S	s-9781118408735	Cloud Essentials: CompTIA Authorized Courseware for Exam CLO-001	Cloud Migration
S	s-9781118410097	How to Invent and Protect Your Invention: A Guide to Patents for Scientists and Engineers	Finance
S	s-9781118410790	A Practical Guide To Business Writing: Writing In English For Non-Native Speakers	Finance
S	s-9781118410813	A Practical Guide To Business Writing: Writing In English For Non-Native Speakers	Creative Writing
S	s-9781118410844	Following the Trend: Diversified Managed Futures Trading	Trading Stocks
S	s-9781118411018	LTE-Advanced and Next Generation Wireless Networks: Channel Modelling and Propagation	Wireless Technology
S	s-9781118412060	Managerial Economics For Dummies	Economics
S	s-9781118412770	Clients First: The Two Word Miracle	Microsoft Office
S	s-9781118412794	Corporate Finance For Dummies	Finance
S	s-9781118416457	Scenario-based e-Learning: Evidence-Based Guidelines for Online Workforce Learning	Measuring IT / Software
S	s-9781118416495	"Competing with High Quality Data: Concepts, Tools, and Techniques for Building a Successful Approach to Data Quality"	Database Administration
S	s-9781118416594	Mastering the Stock Market: High Probability Market Timing and Stock Selection Tools	Trading Stocks
S	s-9781118416747	Heuristics in Analytics: A Practical Perspective of What Influences Our Analytical World	Analytics Platforms
S	s-9781118416976	"High-Profit IPO Strategies: Finding Breakout IPOs for Investors and Traders, 3rd Edition"	Trading Stocks
S	s-9781118416990	"Inside the Black Box: A Simple Guide to Quantitative and High Frequency Trading, 2nd Edition"	Trading Stocks
S	s-9781118417058	Web Application Defender's Cookbook	Application Security
S	s-9781118417102	"CISSP For Dummies, 4th Edition"	CISSP (Certified Information Systems Security Professional)
S	s-9781118417942	Cloud Essentials: CompTIA Authorized Courseware for Exam CLO-001	Cloud Migration
S	s-9781118418642	Windows 8 Five Minutes at a Time	Windows
S	s-9781118421352	Microsoft Virtualization Secrets	Virtualization
S	s-9781118421437	Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators	Linux
S	s-9781118421499	Mathematical Methods for Finance: Tools for Asset and Risk Management	Auditing & Risk Management
S	s-9781118421505	Visual Guide to Chart Patterns	Data Visualization
S	s-9781118421529	"The Mediation Process: Practical Strategies for Resolving Conflict, 4th Edition"	Process Management
S	s-9781118421581	Trading with Intermarket Analysis	Finance
S	s-9781118421598	Infographics: The Power of Visual Storytelling	Data Visualization
S	s-9781118422540	Basic Data Analysis for Time Series with R	Time Series
S	s-9781118422939	"Strategic Fixed Income Investing: An Insider's Perspective on Bond Markets, Analysis, and Portfolio Management"	Finance
S	s-9781118426609	"Study Guide Vol 2 t/a Accounting: Tools for Business Decision Makers, 5th Edition"	Accounting
S	s-9781118430767	"Setting Profitable Prices: A Step-by-Step Guide to Pricing Strategy--Without Hiring a Consultant, + Website"	Market Segmentation & Pricing
S	s-9781118431498	"Painless Presentations: The Proven, Stress-Free Way to Successful Public Speaking"	Public Speaking
S	s-9781118431603	Diary of a Hedgehog: Biggs' Final Words on the Markets	Microsoft Office
S	s-9781118434413	"Elementary Linear Algebra, 11th Edition"	Linear Algebra
S	s-9781118434789	Corporate Finance For Dummies	Finance
S	s-9781118435250	"CCENT Cisco Certified Entry Networking Technician Study Guide: (ICND1 Exam 640-822), 2nd Edition"	Cisco certifications
S	s-9781118435793	Advanced Charting Techniques for High Probability Trading: The Most Accurate And Predictive Charting Method Ever Created	Apache Flex
S	s-9781118435915	"The Power of Self-Confidence: Become Unstoppable, Irresistible, and Unafraid in Every Area of Your Life"	Confidence / Motivation
S	s-9781118436431	Job Search Letters For Dummies	Interviewing
S	s-9781118436639	Data Center Handbook	Infrastructure
S	s-9781118436646	Circuit Oriented Electromagnetic Modeling Using the PEEC Techniques	Electrical Engineering
S	s-9781118438053	Decoding the IT Value Problem: An Executive Guide for Achieving Optimal ROI on Critical IT Investments	Problem Solving
S	s-9781118442272	"Professional WordPress: Design and Development, 2nd Edition"	Content Management Systems
S	s-9781118443330	"Model Building in Mathematical Programming, 5th Edition"	Finance
S	s-9781118443415	Understanding LTE with MATLAB	Wireless Technology
S	s-9781118443927	"The New Trading for a Living: Psychology, Discipline, Trading Tools and Systems, Risk Control, Trade Management"	Trading Stocks
S	s-9781118445594	Portfolio Construction and Analytics	Analytics Platforms
S	s-9781118445600	Visual Guide to Elliott Wave Trading	Trading Stocks
S	s-9781118445709	"Point and Figure Charting: The Essential Application for Forecasting and Tracking Market Prices, 4th Edition"	Data Visualization
S	s-9781118446454	"1,001 Basic Math and Pre-Algebra Practice Problems For Dummies"	Algebra
S	s-9781118446713	"Algebra I: 1,001 Practice Problems For Dummies"	Algebra
S	s-9781118450987	Competitive Intelligence For Dummies	Lean
S	s-9781118453810	Cost Accounting For Dummies	Accounting
S	s-9781118456033	Nonparametric Statistical Process Control	Control Systems
S	s-9781118458860	OFDM for Underwater Acoustic Communications	Wireless Technology
S	s-9781118460313	Modeling and Simulation Support for System of Systems Engineering Applications	Control Systems
S	s-9781118460825	"Quantum Physics For Dummies, Revised Edition"	Physics
S	s-9781118461211	"Stock Investing For Dummies, 4th Edition"	Economics
S	s-9781118461310	"CWTS: Certified Wireless Technology Specialist Official Study Guide: (PW0-071), 2nd Edition"	Wireless Technology
S	s-9781118461808	The Agile Pocket Guide: A Quick Start to Making Your Business Agile Using Scrum and Beyond	Agile
S	s-9781118461976	Teach Yourself VISUALLY Mac Mini	Mac OS X
S	s-9781118462126	Digital Photography FAQz	Photography
S	s-9781118462324	Windows 8 Five Minutes at a Time	Windows
S	s-9781118464045	Statistics and Probability with Applications for Engineers and Scientists	Statistics
S	s-9781118464113	Accelerating Leadership Development: Practical Solutions for Building Your Organization's Potential	Leadership
S	s-9781118464229	Swing and Day Trading: Evolution of a Trader	Trading Stocks
S	s-9781118466766	Human Capital Analytics: How to Harness the Potential of Your Organization's Greatest Asset	Human Resources
S	s-9781118467459	Study Guide for The New Trading for a Living	Trading Stocks
S	s-9781118474129	"Networking For Dummies, 10th Edition"	Network Software
S	s-9781118475812	Signals and Systems For Dummies	Control Systems
S	s-9781118478097	"Stock Investing For Canadians For Dummies®, 4th Edition"	Corporate Valuation
S	s-9781118478257	"Stock Investing For Canadians For DummiesÂ®, 4th Edition"	Corporate Valuation
S	s-9781118479148	Fourier Transforms	Finance
S	s-9781118479513	Visual Guide to Elliott Wave Trading	Trading Stocks
S	s-9781118479582	Knight's Microsoft SQL Server 2012 Integration Services 24-Hour Trainer	Relational Databases
S	s-9781118481868	"Semiconductor Laser Engineering, Reliability and Diagnostics: A Practical Approach to High Power and Single Mode Devices"	Lasers
S	s-9781118483916	Multimedia Quality of Experience (QoE)	Customer Experience
S	s-9781118484876	"The Elements of Investing: Easy Lessons for Every Investor, Updated Edition"	Finance
S	s-9781118486498	Windows Server 2012 Hyper-V Installation and Configuration Guide	Hyper-V
S	s-9781118487525	Professional Website Performance: Optimizing the Front-End and Back-End	Web Performance
S	s-9781118487716	Financial Derivative and Energy Market Valuation: Theory and Implementation in MATLAB	Finance
S	s-9781118488386	Trading Basics: Evolution of a Trader	Trading Stocks
S	s-9781118489598	Presenting Data: How to Communicate Your Message Effectively	Data Science
S	s-9781118490396	Excel 2013 Power Programming with VBA	Microsoft Office
S	s-9781118492673	"Introduction to Finance: Markets, Investments, and Financial Management, 15th Edition"	Finance
S	s-9781118493120	Circuit Analysis For Dummies	Finance
S	s-9781118494561	Market Sense and Nonsense: How the Markets Really Work (and How They Don't)	Marketing
S	s-9781118494769	"Business Statistics: For Contemporary Decision Making, 8th Edition"	Statistics
S	s-9781118495636	"LPIC-1: Linux Professional Institute Certification Study Guide: (Exams 101 and 102), 3rd Edition"	Linux
S	s-9781118495827	Professional SharePoint 2013 Development	Microsoft Sharepoint
S	s-9781118498644	"The Real Retirement: Why You Could Be Better Off Than You Think, and How to Make That Happen"	Real Estate
S	s-9781118498910	A Handbook of Technical Analysis: The Practitioner's Comprehensive Guide to Technical Analysis	Finance
S	s-9781118501214	Cloud Computing	Cloud Migration
S	s-9781118501696	Statistics and Probability with Applications for Engineers and Scientists	Statistics
S	s-9781118502259	Innovative Team Selling: How to Leverage Your Resources and Make Team Selling Work	Windows Server
S	s-9781118502679	Radio Resource Management in Multi-Tier Cellular Wireless Networks	Wireless Technology
S	s-9781118502839	C# for Financial Markets	Finance
S	s-9781118504222	Big Data For Dummies	Data Science
S	s-9781118505403	Social Media Marketing For Dummies Online Video Training	Social Media
S	s-9781118505427	Excel 2013 Simplified	Microsoft Office
S	s-9781118505588	Stop Playing Safe: Rethink Risk. Unlock the Power of Courage. Achieve Outstanding Success	Memory Improvement / Mental Excercise
S	s-9781118506172	"Model Building in Mathematical Programming, 5th Edition"	Finance
S	s-9781118506691	The Sharp Solution: A Brain-Based Approach for Optimal Performance	Health
S	s-9781118510582	Business Analysis For Dummies	Finance
S	s-9781118510636	Business Analysis For Dummies	Finance
S	s-9781118513484	"Mathematics of the Financial Markets: Financial Instruments and Derivatives Modelling, Valuation and Risk Issues"	Finance
S	s-9781118515150	"An Introduction to Optimization, 4th Edition"	Linear Algebra
S	s-9781118515846	Handbook of Decision Analysis	Strategic Thinking
S	s-9781118516997	Swing and Day Trading: Evolution of a Trader	Trading Stocks
S	s-9781118517079	Markov Chains: Analytic and Monte Carlo Computations	Supply Chain Management
S	s-9781118517376	"Organizational Behavior, 13th Edition"	Human Resources
S	s-9781118518564	Ace the Programming Interview: 160 Questions and Answers for Success	Interviewing
S	s-9781118519271	"Strategy in Practice: A Practitioner's Guide to Strategic Thinking, 2nd Edition"	Strategic Thinking
S	s-9781118519653	"Balanced Scorecards and Operational Dashboards with Microsoft Excel, 2nd Edition"	Data Visualization
S	s-9781118521687	Micro-Entrepreneurship For Dummies	Gig Economy
S	s-9781118529744	Built-In Social: Essential Social Marketing Practices for Every Small Business	Social Media
S	s-9781118530474	Nikon D5200 For Dummies	Photography
S	s-9781118530801	"The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition"	Storage Repositories
S	s-9781118531648	JavaScript and JQuery: Interactive Front-End Web Development	JavaScript
S	s-9781118531730	"Mind Over Markets: Power Trading with Market Generated Information, Updated Edition"	Finance
S	s-9781118531747	"CompTIA Linux+ Study Guide: Exams LX0-101 and LX0-102, 2nd Edition"	CompTIA
S	s-9781118531822	"PMP: Project Management Professional Exam Study Guide, 7th Edition"	PMP
S	s-9781118533895	"Game Theory: An Introduction, 2nd Edition"	Graph Analytics
S	s-9781118534007	"Fundamentals of Risk and Insurance, 11th Edition"	Auditing & Risk Management
S	s-9781118537008	"Vertical Option Spreads: A Study of the 1.8 Standard Deviation Inflection Point, + Website"	Finance
S	s-9781118537435	"A Project Manager's Book of Forms: A Companion to the PMBOK Guide, 5th Edition"	PMBOK
S	s-9781118539279	"How to Measure Anything: Finding the Value of Intangibles in Business, 3rd Edition"	Measuring IT / Software
S	s-9781118539514	ERM - Enterprise Risk Management: Issues and Cases	Auditing & Risk Management
S	s-9781118539712	"Applied Statistics and Probability for Engineers, 6th Edition"	Statistics
S	s-9781118539958	"Encyclopedia of Financial Models, 3 Volume Set"	Finance
S	s-9781118540121	"PMP Certification All-in-One For Dummies, 2nd Edition"	PMP
S	s-9781118544075	"MCSA Windows Server 2012 Complete Study Guide: Exams 70-410, 70-411, 70-412, and 70-417"	Windows Server
S	s-9781118547618	Business Models For Dummies	Data Models
S	s-9781118548356	"Applied Logistic Regression, 3rd Edition"	Machine Learning
S	s-9781118548363	"Startup CEO: A Field Guide to Scaling Up Your Business, + Website"	Finance
S	s-9781118549339	"Chemistry: 1,001 Practice Problems For Dummies"	Chemical Engineering
S	s-9781118551745	"Search Engine Optimization: Your visual blueprint for effective Internet marketing, 3rd Edition"	Search Engine Optimization
S	s-9781118555804	"Cost of Capital: Applications and Examples, + Website, 5th Edition"	Finance
S	s-9781118556559	Change with Confidence: Answers to the 50 Biggest Questions that Keep Change Leaders Up at Night	Blockchain / Decentralized Apps
S	s-9781118562642	"Dare: Straight Talk on Confidence, Courage, and Career for Women in Charge"	Interviewing
S	s-9781118565995	Mobile Networks Architecture	Packet Analysis
S	s-9781118566053	Managing Complexity of Information Systems: The Value of Simplicity	Finance
S	s-9781118570470	"LPIC-1: Linux Professional Institute Certification Study Guide: (Exams 101 and 102), 3rd Edition"	Linux
S	s-9781118571835	Amazon Web Services For Dummies	Cloud Platforms
S	s-9781118575215	"Advanced Content Delivery, Streaming, and Cloud Services"	Streaming & Messaging
S	s-9781118579596	Model Based Systems Engineering: Fundamentals and Methods	Software Architecture
S	s-9781118579893	Information Centric Networks: A New Paradigm for the Internet	Finance
S	s-9781118582800	"Human Resource Management, 3rd Edition"	Human Resources
S	s-9781118582886	"Principles of Fraud Examination, 4th Edition"	Fraud Prevention
S	s-9781118583081	"A Practical Guide to Critical Thinking, 2nd Edition"	Critical Thinking
S	s-9781118583623	Business Writing For Dummies	Creative Writing
S	s-9781118583647	Business Writing For Dummies	Creative Writing
S	s-9781118585528	"Breakthrough Strategies for Predicting Any Market: Charting Elliott Wave, Lucas, Fibonacci, Gann, and Time for Profit, 2nd Edition"	Forex
S	s-9781118585726	Demand-Driven Inventory Optimization and Replenishment: Creating a More Efficient Supply Chain	Supply Chain Management
S	s-9781118586570	Ultra Wide Band Antennas	Wireless Technology
S	s-9781118586730	Agile Project Management: Essentials from the Project Management Journal	Agile
S	s-9781118586785	Managing Projects in Africa: Essentials from the Project Management Journal	Project Management
S	s-9781118587034	Effective Teams: Essentials from Leader to Leader	Team Management & Leadership
S	s-9781118587775	"Electromagnetism: Maxwell Equations, Wave Propagation and Emission"	Java
S	s-9781118588642	Innovation Governance: How Top Management Organizes and Mobilizes for Innovation	Innovation
S	s-9781118590249	"Starting an Etsy Business For Dummies, 2nd Edition"	eBay
S	s-9781118590683	"Way of the Trade: Tactical Applications of Underground Trading Methods for Traders and Investors, + Online Video Course"	Trading Stocks
S	s-9781118590898	The People Manager's Tool Kit: A Practical Guide to Getting the Best From People	Team Management & Leadership
S	s-9781118590911	The People Manager's Tool Kit: A Practical Guide to Getting the Best From People	Team Management & Leadership
S	s-9781118592526	"Wavelet Neural Networks: With Applications in Financial Engineering, Chaos, and Classification"	Machine Learning
S	s-9781118593363	Basic Data Analysis for Time Series with R	Time Series
S	s-9781118594971	"Theory of Computational Complexity, 2nd Edition"	Microelectronics
S	s-9781118596463	Elevate: The Three Disciplines of Advanced Strategic Thinking	Strategic Thinking
S	s-9781118598085	Poland in the Modern World: Beyond Martyrdom	Politics & Global Issues
S	s-9781118598313	"The Psychology of Coaching, Mentoring and Learning, 2nd Edition"	Psychology
S	s-9781118600986	"Ad Hoc Networks: Routing, Qos and Optimization"	Computer Networking
S	s-9781118601723	Non-standard Antennas	Radar
S	s-9781118602157	Electromagnetic Reverberation Chambers	Finance
S	s-9781118602225	Radio Engineering: From Software Radio to Cognitive Radio	Podcasts
S	s-9781118603406	Compact Antennas for Wireless Communications and Terminals: Theory and Design	Wireless Technology
S	s-9781118604342	"Professional Services Marketing: How the Best Firms Build Premier Brands, Thriving Lead Generation Engines, and Cultures of Business Development Success, 2nd Edition"	Marketing
S	s-9781118605332	"Media Production, Delivery and Interaction for Platform Independent Systems: Format-Agnostic Media"	User Experience
S	s-9781118605837	Examples and Problems in Mathematical Statistics	Statistics
S	s-9781118606292	"The New Rules of Management: How to Revolutionise Productivity, Innovation and Engagement by Implementing Projects That Matter"	Finance
S	s-9781118607558	Hadoop For Dummies	Hadoop
S	s-9781118608647	Android Hacker's Handbook	Native Android Development
S	s-9781118610152	Wireless Communications Systems Design	Wireless Technology
S	s-9781118611258	What Great Brands Do: The Seven Brand-Building Principles that Separate the Best from the Rest	E-Commerce
S	s-9781118611661	Smart Data Pricing	Market Segmentation & Pricing
S	s-9781118612040	Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software	Data Visualization
S	s-9781118612101	Essential Algorithms: A Practical Approach to Computer Algorithms	Algorithms
S	s-9781118615775	Investment Banking For Dummies	Finance
S	s-9781118615881	Investment Banking For Dummies	Finance
S	s-9781118616017	Data Driven Marketing For Dummies	Data Science
S	s-9781118617069	Home Area Networks and IPTV	Finance
S	s-9781118617618	"Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)"	Cloud Computing
S	s-9781118618042	"Big Data, Data Mining, and Machine Learning: Value Creation for Business Leaders and Practitioners"	Data Science
S	s-9781118620120	Design Thinking for Strategic Innovation: What They Can't Teach You at Business or Design School	Design Thinking
S	s-9781118631720	Business Intelligence and the Cloud: Strategic Implementation Guide	Cloud Computing
S	s-9781118633786	Become the Real Deal: The Proven Path to Influence and Executive Presence	Real Estate
S	s-9781118636473	"Satellite Technology: Principles and Applications, 3rd Edition"	Engineering
S	s-9781118637296	Social Machines: How to Develop Connected Products That Change Customers' Lives	Finance
S	s-9781118637531	"Introduction to Combinatorics, 2nd Edition"	Finance
S	s-9781118637586	"Introduction to Combinatorics, 2nd Edition"	Finance
S	s-9781118638224	Confessions of a Successful CIO: How the Best CIOs Tackle Their Toughest Business Challenges	Team Management & Leadership
S	s-9781118641095	Angela Merkel: A Chancellorship Forged in Crisis	Microsoft Office
S	s-9781118641316	"The Ultimate Book of Influence: 10 Tools of Persuasion to Connect, Communicate, and Win in Business"	Psychology
S	s-9781118642238	Venture Capital For Dummies	Accounting
S	s-9781118644171	Big Data For Dummies	Data Science
S	s-9781118645468	Becoming A Better Boss: Why Good Management is So Difficult	Professional Communication
S	s-9781118647677	CEH: Certified Ethical Hacker Version 8 Study Guide	CEH (Certified Ethical Hacker)
S	s-9781118649206	Signal Integrity: From High Speed to Radiofrequency Applications	Radar
S	s-9781118650127	"Understanding Uncertainty, Revised Edition"	Finance
S	s-9781118651438	Windows Server 2012 Hyper-V Installation and Configuration Guide	Hyper-V
S	s-9781118657201	Beginning HTML5 and CSS3 For Dummies	Frontend Web Development
S	s-9781118659236	Architectures for Computer Vision: From Algorithm to Chip with Verilog	Computer Vision
S	s-9781118659410	Becoming A Better Boss: Why Good Management is So Difficult	Professional Communication
S	s-9781118659762	"Mind Over Markets: Power Trading with Market Generated Information, Updated Edition"	Finance
S	s-9781118660010	Security of Block Ciphers	Java
S	s-9781118661147	Mastering VMware vSphere 5.5	VMware
S	s-9781118661260	CCNA Data Center - Introducing Cisco Data Center Networking Study Guide: Exam 640-911	Infrastructure
S	s-9781118661468	Data Smart: Using Data Science to Transform Information into Insight	Data Science
S	s-9781118662090	The Browser Hacker's Handbook	JavaScript
S	s-9781118662878	Software Testing: Concepts and Operations	QA / Testing
S	s-9781118663585	"Networking for Nerds: Find, Access and Land Hidden Game-Changing Career Opportunities Everywhere"	Network Software
S	s-9781118665817	Clinical Nutrition For Dummies	Health & Fitness
S	s-9781118673027	"Disaster Response and Recovery: Strategies and Tactics for Resilience, 2nd Edition"	Disaster Recovery
S	s-9781118674017	"Project Management Leadership: Building Creative Teams, 2nd Edition"	Project Management
S	s-9781118674437	The Gamification of Learning and Instruction Fieldbook: Ideas into Practice	Education
S	s-9781118674703	The Eventual Millionaire: How Anyone Can Be an Entrepreneur and Successfully Grow Their Startup	eBay
S	s-9781118675571	"GPS Satellite Surveying, 4th Edition"	GIS
S	s-9781118678886	"The Telecommunications Handbook: Engineering Guidelines for Fixed, Mobile and Satellite Systems"	Wireless Technology
S	s-9781118679142	"Classical Geometry: Euclidean, Transformational, Inversive, and Projective"	Geometry
S	s-9781118679173	"Trading Options: Using Technical Analysis to Design Winning Trades, + Website"	Finance
S	s-9781118679210	Data Storage Networking: Real World Skills for the CompTIA Storage+ Certification and Beyond	CompTIA
S	s-9781118683217	"Design, Deployment and Performance of 4G-LTE Networks: A Practical Approach"	Machine Learning
